width range
  f = 23.9199
  f = 23.8912
  f = 23.8643
  f = 23.8498
  f = 23.8434
  f = 23.8021
  f = 23.7408
  f = 23.6412
  f = 23.5833
  f = 23.5108
  f = 23.4773
  f = 23.458
  f = 23.358
  f = 23.2747
  f = 23.1873
  f = 23.1132
  f = 23.0469
  f = 23.0061
  f = 22.9506
  f = 22.9164
  f = 22.8934
  f = 22.8522
  f = 22.7049
  f = 22.4769
  f = 22.4712
  f = 22.3743
  f = 22.3269
  f = 22.313
  f = 22.2649
  f = 22.2036
  f = 22.194
  f = 22.142
  f = 22.0919
  f = 21.9042
  f = 21.862
  f = 21.8352
  f = 21.8253
  f = 21.7919
  f = 21.6334
  f = 21.5511
  f = 21.5164
  f = 21.4909
  f = 21.3977
  f = 21.3765
  f = 21.247
  f = 21.034
  f = 20.8896
  f = 20.8337
  f = 20.6308
  f = 20.589
  f = 20.3498
  f = 20.3171
  f = 20.2991
  f = 20.2646
  f = 20.165
  f = 20.0982
  f = 20.0063
  f = 19.9805
  f = 19.9596
  f = 19.9449
  f = 19.8966
  f = 19.8853
  f = 19.8462
  f = 19.8347
  f = 19.8229
  f = 19.8058
  f = 19.7719
  f = 19.7633
  f = 19.7123
  f = 19.682
  f = 19.6754
  f = 19.6574
  f = 19.6029
  f = 19.5791
  f = 19.5054
  f = 19.4563
  f = 19.4169
  f = 19.4083
  f = 19.3728
  f = 19.3417
  f = 19.272
  f = 19.2291
  f = 19.0619
  f = 19.0442
  f = 18.9734
  f = 18.9621
  f = 18.9465
  f = 18.9368
  f = 18.9277
  f = 18.9078
  f = 18.88
  f = 18.8748
  f = 18.8542
  f = 18.8061
  f = 18.7133
  f = 18.644
  f = 18.5596
  f = 18.4622
  f = 18.4463
  f = 18.4245
  f = 18.3769
  f = 18.3089
  f = 18.284
  f = 18.2249
  f = 18.1838
  f = 18.1337
  f = 18.0896
  f = 18.0373
  f = 18.0128
  f = 17.9712
  f = 17.9671
  f = 17.9374
  f = 17.9105
  f = 17.8567
  f = 17.7341
  f = 17.6937
  f = 17.6901
  f = 17.678
  f = 17.6498
  f = 17.627
  f = 17.5513
  f = 17.4407
  f = 17.4317
  f = 17.3667
  f = 17.3005
  f = 17.2781
  f = 17.2332
  f = 17.099
  f = 17.0894
  f = 16.9638
  f = 16.9137
  f = 16.8502
  f = 16.6868
  f = 16.4787
  f = 16.4724
  f = 16.4195
  f = 16.4029
  f = 16.3882
  f = 16.3432
  f = 16.1992
  f = 16.0763
  f = 16.073
  f = 15.97
  f = 15.926
  f = 15.855
  f = 15.8155
  f = 15.7587
  f = 15.6633
  f = 15.6446
  f = 15.633
  f = 15.6142
  f = 15.5448
  f = 15.4917
  f = 15.3461
  f = 15.3315
  f = 15.3139
  f = 15.2749
  f = 15.0065
  f = 14.909
  f = 14.8787
  f = 14.7817
  f = 14.7421
  f = 14.7257
  f = 14.7149
  f = 14.6746
  f = 14.6283
  f = 14.6195
  f = 14.6054
  f = 14.5922
  f = 14.5837
  f = 14.5766
  f = 14.5495
  f = 14.5032
  f = 14.4913
  f = 14.4788
  f = 14.4432
  f = 14.2686
  f = 14.0418
  f = 13.9185
  f = 13.8624
  f = 13.8592
  f = 13.8553
  f = 13.8051
  f = 13.7458
  f = 13.6902
  f = 13.6685
  f = 13.6648
  f = 13.6597
  f = 13.6454
  f = 13.6246
  f = 13.6044
  f = 13.6023
  f = 13.577
  f = 13.5591
  f = 13.5018
  f = 13.4289
  f = 13.349
  f = 13.3096
  f = 13.3028
  f = 13.298
  f = 13.287
  f = 13.2797
  f = 13.2455
  f = 13.1959
  f = 13.1474
  f = 13.1244
  f = 13.0951
  f = 13.0866
  f = 13.0226
  f = 12.9795
  f = 12.9187
  f = 12.8047
  f = 12.7999
  f = 12.7449
  f = 12.7174
  f = 12.6654
  f = 12.6068
  f = 12.5582
  f = 12.5508
  f = 12.5037
  f = 12.444
  f = 12.3632
  f = 12.2152
  f = 12.1652
  f = 12.1618
  f = 12.1181
  f = 12.0961
  f = 12.0769
  f = 11.8743
  f = 11.6506
  f = 11.648
  f = 11.4536
  f = 11.4279
  f = 11.4007
  f = 11.3433
  f = 11.2458
  f = 11.2352
  f = 11.1212
  f = 11.0435
  f = 11.0077
  f = 10.886
  f = 10.8451
  f = 10.8423
  f = 10.7981
  f = 10.7803
  f = 10.7575
  f = 10.6677
  f = 10.517
  f = 10.5154
  f = 10.4591
  f = 10.4453
  f = 10.4257
  f = 10.323
  f = 10.043
  f = 10.0406
  f = 9.96823
  f = 9.955
  f = 9.93057
  f = 9.86378
  f = 9.79236
  f = 9.78574
  f = 9.66055
  f = 9.64386
  f = 9.62823
  f = 9.59151
  f = 9.41386
  f = 9.40091
  f = 9.31458
  f = 9.28141
  f = 9.26169
  f = 9.25442
  f = 9.24031
  f = 9.20351
  f = 9.20175
  f = 9.1623
  f = 9.13911
  f = 9.12286
  f = 9.11605
  f = 9.09436
  f = 9.08447
  f = 9.02471
  f = 8.99368
  f = 8.97101
  f = 8.96432
  f = 8.94477
  f = 8.92473
  f = 8.87192
  f = 8.86415
  f = 8.86186
  f = 8.85451
  f = 8.83492
  f = 8.81026
  f = 8.79111
  f = 8.7904
  f = 8.7878
  f = 8.78417
  f = 8.78138
  f = 8.7756
  f = 8.76146
  f = 8.76054
  f = 8.7424
  f = 8.72891
  f = 8.71123
  f = 8.67559
  f = 8.62798
  f = 8.56434
  f = 8.51064
  f = 8.48186
  f = 8.44359
  f = 8.42962
  f = 8.40854
  f = 8.39337
  f = 8.33015
  f = 8.26218
  f = 8.20859
  f = 8.17749
  f = 8.14887
  f = 8.14387
  f = 8.134
  f = 8.09283
  f = 8.0575
  f = 8.04175
  f = 8.01505
  f = 8.00989
  f = 8.00646
  f = 8.00326
  f = 7.99505
  f = 7.99042
  f = 7.97303
  f = 7.95934
  f = 7.95119
  f = 7.94805
  f = 7.92744
  f = 7.91004
  f = 7.86492
  f = 7.85532
  f = 7.84298
  f = 7.828
  f = 7.80128
  f = 7.73722
  f = 7.70298
  f = 7.68961
  f = 7.66498
  f = 7.65046
  f = 7.62042
  f = 7.61675
  f = 7.606
  f = 7.5851
  f = 7.57787
  f = 7.56646
  f = 7.54714
  f = 7.47895
  f = 7.40068
  f = 7.3757
  f = 7.35906
  f = 7.33875
  f = 7.33244
  f = 7.32022
  f = 7.27303
  f = 7.26956
  f = 7.25975
  f = 7.24543
  f = 7.21851
  f = 7.2119
  f = 7.18555
  f = 7.16988
  f = 7.16581
  f = 7.16242
  f = 7.1476
  f = 7.14256
  f = 7.11929
  f = 7.10562
  f = 7.07705
  f = 7.03789
  f = 7.02468
  f = 6.983
  f = 6.96918
  f = 6.93476
  f = 6.92928
  f = 6.92244
  f = 6.91543
  f = 6.89137
  f = 6.87642
  f = 6.86113
  f = 6.85029
  f = 6.84671
  f = 6.84368
  f = 6.83739
  f = 6.82633
  f = 6.80677
  f = 6.8004
  f = 6.78933
  f = 6.78615
  f = 6.78362
  f = 6.77397
  f = 6.74974
  f = 6.72158
  f = 6.67507
  f = 6.61488
  f = 6.60308
  f = 6.58673
  f = 6.5795
  f = 6.57432
  f = 6.56553
  f = 6.53972
  f = 6.53195
  f = 6.50838
  f = 6.49958
  f = 6.47265
  f = 6.45948
  f = 6.44215
  f = 6.43541
  f = 6.42853
  f = 6.42054
  f = 6.41203
  f = 6.40423
  f = 6.40028
  f = 6.39545
  f = 6.39276
  f = 6.39053
  f = 6.38599
  f = 6.37858
  f = 6.37637
  f = 6.36806
  f = 6.35872
  f = 6.34275
  f = 6.3237
  f = 6.30342
  f = 6.27246
  f = 6.22555
  f = 6.18395
  f = 6.13965
  f = 6.13552
  f = 6.1328
  f = 6.1228
  f = 6.10541
  f = 6.084
  f = 6.07376
  f = 6.06603
  f = 6.06412
  f = 6.06283
  f = 6.05822
  f = 6.04909
  f = 6.03392
  f = 6.03098
  f = 6.01879
  f = 6.00489
  f = 5.99653
  f = 5.93299
  f = 5.9182
  f = 5.83269
  f = 5.79199
  f = 5.76285
  f = 5.74378
  f = 5.74
  f = 5.73761
  f = 5.72923
  f = 5.7084
  f = 5.68534
  f = 5.66546
  f = 5.66435
  f = 5.66172
  f = 5.65569
  f = 5.65145
  f = 5.64183
  f = 5.60421
  f = 5.60143
  f = 5.55959
  f = 5.54135
  f = 5.5323
  f = 5.52103
  f = 5.49994
  f = 5.47568
  f = 5.47359
  f = 5.47106
  f = 5.46875
  f = 5.44827
  f = 5.44239
  f = 5.41554
  f = 5.39924
  f = 5.39218
  f = 5.38775
  f = 5.38153
  f = 5.3657
  f = 5.33656
  f = 5.33098
  f = 5.31644
  f = 5.30965
  f = 5.30777
  f = 5.30649
  f = 5.27903
  f = 5.24597
  f = 5.22858
  f = 5.22365
  f = 5.22206
  f = 5.21763
  f = 5.2007
  f = 5.19259
  f = 5.18821
  f = 5.18095
  f = 5.17954
  f = 5.16433
  f = 5.1621
  f = 5.15267
  f = 5.15164
  f = 5.14458
  f = 5.14415
  f = 5.14046
  f = 5.13784
  f = 5.13322
  f = 5.13163
  f = 5.12126
  f = 5.12083
  f = 5.11445
  f = 5.11212
  f = 5.10635
  f = 5.10547
  f = 5.09988
  f = 5.09967
  f = 5.09793
  f = 5.09698
  f = 5.09563
  f = 5.09468
  f = 5.09161
  f = 5.09135
  f = 5.08843
  f = 5.08762
  f = 5.08542
  f = 5.08511
  f = 5.08278
  f = 5.08266
  f = 5.08134
  f = 5.08053
  f = 5.07899
  f = 5.07809
  f = 5.07433
  f = 5.07399
  f = 5.07078
  f = 5.06877
  f = 5.06444
  f = 5.06289
  f = 5.05383
  f = 5.05351
  f = 5.04931
  f = 5.0476
  f = 5.04435
  f = 5.0433
  f = 5.03895
  f = 5.03874
  f = 5.03686
  f = 5.03591
  f = 5.03434
  f = 5.03381
  f = 5.03156
  f = 5.03145
  f = 5.03028
  f = 5.02973
  f = 5.0287
  f = 5.0284
  f = 5.0271
  f = 5.02703
  f = 5.02651
  f = 5.02611
  f = 5.02543
  f = 5.02485
  f = 5.0227
  f = 5.02257
  f = 5.02093
  f = 5.02019
  f = 5.01844
  f = 5.01771
  f = 5.01382
  f = 5.01358
  f = 5.01043
  f = 5.0088
  f = 5.00505
  f = 5.00331
  f = 4.99557
  f = 4.99506
  f = 4.98938
  f = 4.98638
  f = 4.98021
  f = 4.97832
  f = 4.97006
  f = 4.96975
  f = 4.96717
  f = 4.96537
  f = 4.96269
  f = 4.96067
  f = 4.95536
  f = 4.95517
  f = 4.9534
  f = 4.95273
  f = 4.95146
  f = 4.95111
  f = 4.94983
  f = 4.94977
  f = 4.94933
  f = 4.94904
  f = 4.94862
  f = 4.94827
  f = 4.94726
  f = 4.94718
  f = 4.94618
  f = 4.94566
  f = 4.9445
  f = 4.94399
  f = 4.94143
  f = 4.94131
  f = 4.93981
  f = 4.9389
  f = 4.93707
  f = 4.93563
  f = 4.93038
  f = 4.93006
  f = 4.92567
  f = 4.92371
  f = 4.9192
  f = 4.91737
  f = 4.90905
  f = 4.90874
  f = 4.90405
  f = 4.90212
  f = 4.89796
  f = 4.89629
  f = 4.89065
  f = 4.89034
  f = 4.88788
  f = 4.88613
  f = 4.88343
  f = 4.8821
  f = 4.87785
  f = 4.87774
  f = 4.87664
  f = 4.87624
  f = 4.87557
  f = 4.87535
  f = 4.8746
  f = 4.87455
  f = 4.87422
  f = 4.87393
  f = 4.87351
  f = 4.87304
  f = 4.87142
  f = 4.87132
  f = 4.86952
  f = 4.86895
  f = 4.86726
  f = 4.8666
  f = 4.86354
  f = 4.8633
  f = 4.86024
  f = 4.85825
  f = 4.8538
  f = 4.85086
  f = 4.83944
  f = 4.83882
  f = 4.83064
  f = 4.8267
  f = 4.81819
  f = 4.81465
  f = 4.79807
